ISO ALPHA-3 code,WHO Region,Country,Antenatal care coverage (%) -  at least 4 visits (any provider),See notes=1,Data coverage period start year,Data coverage period end year,Survey start year,Survey end year,Sample size; 0=no sample size provided,Source,1=source verified; 2=source not verified,Notes,Source code: 1=survey; 2=adm.; 3=other,Age if not 15-49 years
EST ,EURO,Estonia,93.7,1,1997,1997,1997,1997,12491,"National Institute for Health Development. Medical Birth Registry (EMSR). Tallinn, Estonia, 2012 (web site accessed 31 October 2012).",1,5 or more visits.,2,
EST ,EURO,Estonia,93.6,1,1998,1998,1998,1998,12072,"National Institute for Health Development. Medical Birth Registry (EMSR). Tallinn, Estonia, 2012 (web site accessed 31 October 2012).",1,5 or more visits.,2,
EST ,EURO,Estonia,93.7,1,1999,1999,1999,1999,12333,"National Institute for Health Development. Medical Birth Registry (EMSR). Tallinn, Estonia, 2012 (web site accessed 31 October 2012).",1,5 or more visits.,2,
EST ,EURO,Estonia,94,1,2000,2000,2000,2000,12983,"National Institute for Health Development. Medical Birth Registry (EMSR). Tallinn, Estonia, 2012 (web site accessed 31 October 2012).",1,5 or more visits.,2,
EST ,EURO,Estonia,94.2,1,2001,2001,2001,2001,12539,"National Institute for Health Development. Medical Birth Registry (EMSR). Tallinn, Estonia, 2012 (web site accessed 31 October 2012).",1,5 or more visits.,2,
EST ,EURO,Estonia,94,1,2002,2002,2002,2002,18031,"National Institute for Health Development. Medical Birth Registry (EMSR). Tallinn, Estonia, 2012 (web site accessed 31 October 2012).",1,5 or more visits.,2,
EST ,EURO,Estonia,95.5,1,2003,2003,2003,2003,12932,"National Institute for Health Development. Medical Birth Registry (EMSR). Tallinn, Estonia, 2012 (web site accessed 31 October 2012).",1,5 or more visits.,2,
EST ,EURO,Estonia,96,1,2004,2004,2004,2004,13868,"National Institute for Health Development. Medical Birth Registry (EMSR). Tallinn, Estonia, 2012 (web site accessed 31 October 2012).",1,5 or more visits.,2,
EST ,EURO,Estonia,96.2,1,2005,2005,2005,2005,14230,"National Institute for Health Development. Medical Birth Registry (EMSR). Tallinn, Estonia, 2012 (web site accessed 31 October 2012).",1,5 or more visits.,2,
EST ,EURO,Estonia,96.8,1,2006,2006,2006,2006,14731,"National Institute for Health Development. Medical Birth Registry (EMSR). Tallinn, Estonia, 2012 (web site accessed 31 October 2012).",1,5 or more visits.,2,
EST ,EURO,Estonia,96.9,1,2007,2007,2007,2007,15651,"National Institute for Health Development. Medical Birth Registry (EMSR). Tallinn, Estonia, 2012 (web site accessed 31 October 2012).",1,5 or more visits.,2,
EST ,EURO,Estonia,96.9,1,2008,2008,2008,2008,15837,"National Institute for Health Development. Medical Birth Registry (EMSR). Tallinn, Estonia, 2012 (web site accessed 31 October 2012).",1,5 or more visits.,2,
EST ,EURO,Estonia,97.2,1,2009,2009,2009,2009,15602,"National Institute for Health Development. Medical Birth Registry (EMSR). Tallinn, Estonia, 2012 (web site accessed 31 October 2012).",1,5 or more visits.,2,
EST ,EURO,Estonia,97.1,1,2010,2010,2010,2010,15753,"National Institute for Health Development. Medical Birth Registry (EMSR). Tallinn, Estonia, 2012 (web site accessed 31 October 2012).",1,5 or more visits.,2,
EST ,EURO,Estonia,96.8,1,2011,2011,2011,2011,14706,"National Institute for Health Development. Medical Birth Registry (EMSR). Tallinn, Estonia, 2012 (web site accessed 31 October 2012).",1,5 or more visits.,2,
EST ,EURO,Estonia,97.4,1,2012,2012,2012,2012,14160,"National Institute for Health Development. Medical Birth Registry (EMSR). Tallinn, Estonia, 2013 (web site accessed 15 October 2013. http://www.tai.ee/en/r-and-d/registers/estonian-medical-birth-registry-and-estonian-abortion-registry/statistics).",1,5 or more visits.,2,
EST ,EURO,Estonia,97.3,1,2013,2013,2013,2013,13779,"National Institute for Health Development. Medical Birth Registry (EMSR). Tallinn, Estonia, 2014. [cited 2016 January 25]. Available from: http://www.tai.ee/en/r-and-d/registers/estonian-medical-birth-registry-and-estonian-abortion-registry/statistics. ",1,6 or more visits.,2,
EST ,EURO,Estonia,96.8,1,2014,2014,2014,2014,13619,"National Institute for Health Development. Medical Birth Registry (EMSR). Tallinn, Estonia, 2014. [cited 2016 January 25]. Available from: http://www.tai.ee/en/r-and-d/registers/estonian-medical-birth-registry-and-estonian-abortion-registry/statistics. ",1,7 or more visits.,2,
ETH ,AFRO,Ethiopia,10.4,,1995,2000,2000,2000,7978,"Central Statistical Authority [Ethiopia] and ORC Macro. Ethiopia Demographic and Health Survey 2000. Addis Ababa, Ethiopia and Calverton, Maryland, USA: Central Statistical Authority and ORC Macro, 2001.",1,,1,
ETH ,AFRO,Ethiopia,12.2,,2000,2005,2005,2005,7307,"Central Statistical Agency, and ORC Macro. Ethiopia Demographic and Health Survey 2005. Addis Ababa, Ethiopia and Calverton, Maryland, USA: Central Statistical Agency and ORC Macro, 2006.",1,,1,
ETH ,AFRO,Ethiopia,19.1,,2005,2011,2010,2011,3391,"Central Statistical Agency [Ethiopia] and ICF International. Ethiopia Demographic and Health Survey 2011. Addis Ababa, Ethiopia and Calverton, Maryland, USA: Central Statistical Agency and ICF International, 2012.",1,,1,
ETH ,AFRO,Ethiopia,32.1,,2009,2014,2014,2014,2104,"Central Statistical Agency [Ethiopia]. Ethiopia Mini Demographic and Health Survey 2014. Addis Ababa, Ethiopia; 2014.",1,,1,
FJI ,WPRO,Fiji,93.6,,2013,2013,2013,2013,1197,Ministry of Health. Fiji National Immunisation Coverage Survey 2013. Fiji; 2014.,1,,1,
FIN ,EURO,Finland,no data,,,,,,,,,,,
FRA ,EURO,France,90.5,1,1995,1995,1995,1995,0,"Direction de la Recherche des Etudes de L'evaluation et des Statistiques. La Situation Périnatale en France en 1998: Études et Résultats. France, 2000.",1,7 or more visits.,2,
FRA ,EURO,France,90.3,1,1998,1998,1998,1998,0,"Direction de la Recherche des Etudes de L'evaluation et des Statistiques. La Situation Périnatale en France en 1998: Études et Résultats. France, 2000.",1,7 or more visits.,1,
FRA ,EURO,France,98.8,,2003,2003,2003,2003,13761,"Blondel B et Kermarrec M. Enquête nationale périnatale 2010 - les naissances en 2010 et leur évolution depuis 2003. Inserm, DGS, DRESS: Paris, 2011.",1,,1,
FRA ,EURO,France,98.9,,2010,2010,2010,2010,13761,"Blondel B et Kermarrec M. Enquête nationale périnatale 2010 - les naissances en 2010 et leur évolution depuis 2003. Inserm, DGS, DRESS: Paris; 2011.",1,,1,
GAB ,AFRO,Gabon,63.3,,1995,2000,2000,2000,2766,"Direction Générale de la Statistique et des Études Économiques (DGSEE) [Gabon] et ORC Macro. Enquête Démographique et de Santé Gabon 2000. Calverton, Maryland: Direction Générale de la Statistique et des Études Économiques, et Fonds des Nations Unies pour la Populations, et ORC Macro, 2001.
",1,,1,
GAB ,AFRO,Gabon,77.6,,2007,2012,2012,2012,3702,"Direction Générale de la Statistique (DGS), ICF International. Enquête Démographique et de Santé du Gabon 2012. Calverton, Maryland, et Libreville, Gabon: DGS et ICF International; 2013.",1,,1,
GMB ,AFRO,Gambia,72,,2008,2010,2010,2010,4963,"The Gambia Bureau of Statistics (GBOS). The Gambia Multiple Indicator Cluster Survey 2010, Final Report. Banjul, The Gambia: The Gambia Bureau of Statistics (GBOS), 2012.",1,,1,
GMB ,AFRO,Gambia,77.6,,2008,2013,2013,2013,5305,"The Gambia Bureau of Statistics (GBOS), ICF International. The Gambia Demographic and Health Survey 2013. Banjul, The Gambia, and Rockville, Maryland, USA: GBOS, ICF International; 2014.
",1,,1,
GEO ,EURO,Georgia,75.6,,1999,2000,1999,2000,3050,"State Department of Statistics, National Center for Disease Control, UNICEF. Republic of Georgia Multiple Indicator Cluster Survey, 1999. Tbilisi, Georgia, 2000.",1,,1,
GEO ,EURO,Georgia,61.6,,2000,2000,2000,2000,46765,"Ministry of Labour, Health and Social Affairs. Health Care, Statistical Yearbook 2010 Georgia. Tbilisi, 2011.",1,,2,
GEO ,EURO,Georgia,59.3,,2001,2001,2001,2001,46006,"Ministry of Labour, Health and Social Affairs. Health Care, Statistical Yearbook 2011 Georgia. Tbilisi, 2012.",1,,2,
GEO ,EURO,Georgia,61.3,,2002,2002,2002,2002,45033,"Ministry of Labour, Health and Social Affairs. Health Care, Statistical Yearbook 2011 Georgia. Tbilisi, 2012.",1,,2,
GEO ,EURO,Georgia,60.6,,2003,2003,2003,2003,44093,"Ministry of Labour, Health and Social Affairs. Health Care, Statistical Yearbook 2011 Georgia. Tbilisi, 2012.",1,,2,
GEO ,EURO,Georgia,59.4,,2004,2004,2004,2004,46373,"Ministry of Labour, Health and Social Affairs. Health Care, Statistical Yearbook 2011 Georgia. Tbilisi, 2012.",1,,2,
GEO ,EURO,Georgia,75,,2000,2005,2005,2005,2017,"Serbanescu F, Imnadze P, Bokhua Z, Nutsubidze N, Jackson DB, Morris L. Reproductive Health Survey Georgia 2005: Final Report. Atlanta, GA, USA, 2007.",1,,1,
GEO ,EURO,Georgia,65.8,,2005,2005,2005,2005,47022,"Ministry of Labour, Health and Social Affairs. Health Care, Statistical Yearbook 2011 Georgia. Tbilisi, 2012.",1,,2,
GEO ,EURO,Georgia,68,,2006,2006,2006,2006,47856,"Ministry of Labour, Health and Social Affairs. Health Care, Statistical Yearbook 2011 Georgia. Tbilisi, 2012.",1,,2,
GEO ,EURO,Georgia,70.7,,2007,2007,2007,2007,49476,"Ministry of Labour, Health and Social Affairs. Health Care, Statistical Yearbook 2011 Georgia. Tbilisi, 2012.",1,,2,
GEO ,EURO,Georgia,71.8,,2008,2008,2008,2008,56025,"Ministry of Labour, Health and Social Affairs. Health Care, Statistical Yearbook 2011 Georgia. Tbilisi, 2012.",1,,2,
GEO ,EURO,Georgia,78.5,,2009,2009,2009,2009,61677,"Ministry of Labour, Health and Social Affairs. Health Care, Statistical Yearbook 2011 Georgia. Tbilisi, 2012.",1,,2,
GEO ,EURO,Georgia,90.2,,2005,2010,2010,2010,2617,"Serbanescu F, Egnatashvili V, Ruiz A, Suchdev D, Goodwin M. Reproductive Health Survey Georgia 2010: Summary Report. Georgian National Center for Disease Control and Centers for Disease Control and Prevention. Atlanta, GA, USA, 2011.",1,,1,
GEO ,EURO,Georgia,83.1,,2010,2010,2010,2010,61901,"Ministry of Labour, Health and Social Affairs. Health Care, Statistical Yearbook 2011 Georgia. Tbilisi, 2012.",1,,2,
GEO ,EURO,Georgia,81.6,,2011,2011,2011,2011,57503,"Ministry of Labour, Health and Social Affairs. Health Care, Statistical Yearbook 2011 Georgia. Tbilisi, 2012.",1,,2,
GEO ,EURO,Georgia,84.2,,2012,2012,2012,2012,56890,"Ministry of Labour, Health and Social Affairs of Georgia, National Centre for Disease Control and Public Health. Health Care - Statistical Yearbook Georgia 2012. Tbilisi, Georgia, 2013.",1,,2,
GEO ,EURO,Georgia,84.6,,2013,2013,2013,2013,57688,"Ministry of Labour, Health and Social Affairs of Georgia, National Centre for Disease Control and Public Health. Health Care - Statistical Yearbook Georgia 2013. Tbilisi, Georgia; 2014.",1,,2,
GEO ,EURO,Georgia,86.9,,2014,2014,2014,2014,60245,"Ministry of Labour, Health and Social Affairs. Health Care, Statistical Yearbook 2014 Georgia. Tbilisi: National Centre for Disease Control and Public Health; 2015.",1,,2,
DEU ,EURO,Germany,no data,,,,,,,,,,,
GHA ,AFRO,Ghana,58.9,,1990,1993,1993,1993,2168,"Ghana Statistical Service (GSS) and Macro International Inc. (MI). Ghana Demographic and Health Survey 1993. Calverton, Maryland: GSS and MI, 1994.",1,,1,
GHA ,AFRO,Ghana,62.3,,1993,1998,1998,1998,3194,"Ghana Statistical Service (GSS) and Macro International Inc. (MI). Ghana Demographic and Health Survey 1998. Calverton, Maryland: GSS and MI, 1999.",1,,1,
GHA ,AFRO,Ghana,69.4,,1998,2003,2003,2003,2645,"Ghana Statistical Service (GSS), Noguchi Memorial Institute for Medical Research (NMIMR), and ORC Macro. Ghana Demographic and Health Survey 2003. Calverton, Maryland: GSS, NMIMR, and ORC Macro, 2004.",1,,1,
GHA ,AFRO,Ghana,76.7,,2002,2007,2007,2007,4928,"Ghana Statistical Service (GSS), Ghana Health Service (GHS), and Macro International. Ghana Maternal Health Survey 2007. Calverton, Maryland, USA: GSS, GHS, and Macro International, 2009.",1,,1,
GHA ,AFRO,Ghana,78.2,,2003,2008,2008,2008,2099,"Ghana Statistical Service (GSS), Ghana Health Service (GHS), and ICF Macro. Ghana Demographic and Health Survey 2008. Accra, Ghana: GSS, GHS, and ICF Macro, 2009.",1,,1,
GHA ,AFRO,Ghana,86.6,,2009,2011,2011,2011,2528,"Ghana Statistical Service. Ghana Multiple Indicator Cluster Survey with an Enhanced Malaria Module and Biomarker, 2011, Final Report. Accra, Ghana, 2011.",1,,1,
GHA,AFR,Ghana,87.3,,2009,2014,2014,2014,4142,"Ghana Statistical Service (GSS), Ghana Health Service (GHS), ICF International. Ghana Demographic and Health Survey 2014. Rockville, Maryland, USA: GSS, GHS, ICF International; 2015. ",1,,1,
GRC ,EURO,Greece,no data,,,,,,,,,,,
GRD ,AMRO,Grenada,no data,,,,,,,,,,,
GTM ,AMRO,Guatemala,65,,1990,1995,1995,1995,9150,"Instituto Nacional de Estadística (INE), Macro International Inc. Guatemala Encuesta Nacional de Salud Materno Infantil 1995. Calverton, Maryland, USA: Macro International Inc., 1996.",1,,1,
GTM ,AMRO,Guatemala,86.2,,2009,2015,2014,2015,4946,"Ministerio de Salud Pública y Asistencia Social (MSPAS), Instituto Nacional de Estadística (INE), ICF International. Encuesta Nacional de Salud Materno Infantil 2014-2015. Ciudad de Guatemala, Guatemala; 2015.",1,,1,
GIN ,AFRO,Guinea,24.5,,1987,1992,1992,1992,5275,"Keita ML, Bah MC, Diallo MB, Barrère B. Enquête Démographique et de Santé, Guinée 1992. Conakry, Guinée et Calverton, Maryland, USA: Direction National de la Statistique et de l'Information, 1994.",1,,1,
GIN ,AFRO,Guinea,46.3,,1994,1999,1999,1999,5842,"Direction Nationale de la Statistique [Guinée] et Macro International Inc. Enquête Démographique et de Santé, Guinée 1999. Calverton, Maryland USA: Direction Nationale de la Statistique et Macro International Inc., 2000.",1,,1,
GIN ,AFRO,Guinea,48.8,,2000,2005,2005,2005,4447,"Direction Nationale de la Statistique (DNS) (Guinée) et ORC Macro. Enquête Démographique et de Santé, Guinée 2005. Calverton, Maryland, USA: DNS et ORC Macro, 2006.",1,,1,
GIN ,AFRO,Guinea,50.3,,2002,2007,2007,2007,8192,"Ministère de l'Economie des Finances et du Plan, UNICEF, PAM and Direction Nationale de la Statistique. Enquête nationale sur l'état nutritionnel et le suivi des principaux indicateurs de survie de l'enfant. Rapport provisoire, Mai 2008.",1,,1,
GIN ,AFRO,Guinea,56.6,,2007,2012,2012,2012,4995,"Institut National de la Statistique, Ministère du Plan Ministère d’Etat de la Santé et de l’Hygiène Publique Conakry, Guinée Measure DHS. Enquête Démographique et de Santé et à Indicateurs Multiples (EDS-MICS-IV) Guinée 2012. Rapport Préliminaire. ICF International Calverton, Maryland, U.S.A; 2012.",1,,1,
GNB ,AFRO,Guinea-Bissau,67.6,,2008,2010,2010,2010,5994,"Ministério da Economia, do Plano e Integração Regional – Direcção Geral do Plano. Inquérito aos Indicadores Múltiplos, Inquérito Demográfico de Saúde Reprodutiva 2010. Relatório Final. Guiné-Bissau, 2011.",1,,1,
GNB ,AFRO,Guinea-Bissau,64.9,,2012,2014,2014,2014,0,"Ministério da Economia e Finanças, Direcção Geral do Plano Instituto Nacional de Estatística (INE). Inquérito aos Indicadores Múltiplos (MICS) 2014, Principais Resultados. Guiné-Bissau: Ministério da Economia e Finanças, Direcção Geral do Plano Instituto Nacional de Estatística (INE); 2015.",1,,1,
GUY ,AMRO,Guyana,78.5,,2004,2009,2009,2009,1425,"Ministry of Health (MOH), Bureau of Statistics (BOS), and ICF Macro. Guyana Demographic and Health Survey 2009. Georgetown, Guyana: MOH, BOS, and ICF Macro, 2010.",1,,1,
GUY,AMR,Guyana,86.7,,2012,2014,2014,2014,746,"Bureau of Statistics, Ministry of Health, UNICEF. Guyana Multiple Indicator Cluster Survey 2014. Final Report. Georgetown, Guyana: Bureau of Statistics, Ministry of Health, UNICEF; 2015.",1,,1,
HTI ,AMRO,Haiti,35.6,,1989,1995,1994,1995,3624,"Cayemittes, Michel, Antonio Rival, Bernard Barrère, Gérald Lerebours, et Michaèle Amédée Gédéon. Enquête Mortalité, Morbidité et Utilisation des Services (EMMUS-II), Haïti 1994/95. Calverton, Maryland USA: Institut Hattien de l'Enfance et Macro International Inc., 1995.",1,,1,
HTI ,AMRO,Haiti,44.2,,1995,2000,2000,2000,4254,"Cayemittes, Michel, Marie Florence Placide, Bernard Barrère, Soumaïla Mariko, Blaise Sévère. Enquête Mortalité, Morbidité et Utilisation des Services, Haïti 2000. Calverton, Maryland, USA: Ministère de la Santé Publique et de la Population, Institut Haïtien de l’Enfance et ORC Macro, 2001.",1,,1,
HTI ,AMRO,Haiti,53.8,,2000,2006,2005,2006,4074,"Cayemittes, Michel, Marie Florence Placide, Soumaïla Mariko, Bernard Barrère, Blaise Sévère, Canez Alexandre. Enquête Mortalité, Morbidité et Utilisation des Services, Haïti, 2005-2006. Calverton, Maryland, USA: Ministère de la Santé Publique et de la Population, Institut Haïtien de l’Enfance et Macro International Inc., 2007.",1,,1,
HTI ,AMRO,Haiti,67.3,,2007,2012,2012,2012,5218,"Cayemittes M,  Busangu MF, de Dieu Bizimana J, Barrère B, Sévère B, Cayemittes V, Charles E. Enquête Mortalité, Morbidité et Utilisation des Services, Haïti, 2012. Calverton, Maryland, USA : MSPP, IHE, ICF International; 2013.",1,,1,
HND ,AMRO,Honduras,85,1,1987,1992,1991,1992,0,"Ministerio de Salud Pública. Encuesta Nacional de Epidemioloía y Salud Familiar (ENESF), 1991/92. Honduras; 1993. ",1,3 or more visits.,1,
HND ,AMRO,Honduras,65.4,,1991,1996,1996,1996,4068,"Secretaria de Salud y la Asociación Hondureña de Planificación de Familia (ASHONPLAFA), División de Salud Reproductiva de los Centros para el Control y Prevención de Enfermedades (CDC). Encuesta Nacional de Epidemiología y Salud Familiar 1996 (ENESF-96). Informe Final. Honduras, 1997.",1,,1,
HND ,AMRO,Honduras,58.6,,1996,2000,2001,2001,6624,"Secretaría de Salud de Honduras (SS), la Asociación Hondureña de Planificación de Familia (ASHONPLAFA) y la Agencia de los Estados Unidos para el Desarrollo Internacional (USAID/Honduras). Encuesta Nacional de Epidemiología y Salud Familiar (ENESF-01) y de la Encuesta Nacional de Salud Masculina (ENSM-01) 2001. Informe Final. Honduras, 2002.",1,,1,
HND ,AMRO,Honduras,80.8,,2000,2006,2005,2006,7774,"Secretaría de Salud [Honduras], Instituto Nacional de Estadística (INE) y Macro International. Encuesta Nacional de Salud y Demografía 2005-2006. Tegucigalpa, Honduras: SS, INE y Macro International, 2006.",1,,1,
HND ,AMRO,Honduras,88.9,,2006,2012,2011,2012,8269,"Secretaría de Salud [Honduras], Instituto Nacional de Estadística (INE), ICF International. Encuesta Nacional de Salud y Demografía 2011-2012. Tegucigalpa, Honduras: SS, INE, ICF International; 2013.",1,,1,
HUN ,EURO,Hungary,no data,,,,,,,,,,,
ISL ,EURO,Iceland,no data,,,,,,,,,,,
IND ,SEARO,India,26.9,,1988,1993,1992,1993,49369,"International Institute for Population Sciences (IIPS). National Family Health Survey (MCH and Family Planning), India 1992-93. Bombay, India: IIPS, 1995.",1,,1,
IND ,SEARO,India,29.5,,1995,1999,1998,1999,32393,"International Institute for Population Sciences (IIPS) and ORC Macro. National Family Health Survey (NFHS-2), 1998–99: India. Mumbai, India: IIPS, 2000.",1,,1,
IND ,SEARO,India,44.2,1,1995,1999,1998,1999,0,"International Institute for Population Sciences (IIPS). Reproductive and Child Health Project Rapid Household Survey (Phase I and II) 1998-1999. India. Mumbai, India: IIPS, 2000.",1,3 or more visits. ,1,
IND ,SEARO,India,37.6,,1999,2004,2002,2004,195031,"International Institute for Population Sciences (IIPS). District Level Household and Facility Survey (DLHS-2), 2002-04: India. Mumbai, India: IIPS, 2006.",1,,1,
IND ,SEARO,India,37,,2000,2006,2005,2006,39677,"International Institute for Population Sciences (IIPS) and Macro International. National Family Health Survey (NFHS-3), 2005–06: India: Volume I. Mumbai: IIPS, 2007.",1,,1,
IND ,SEARO,India,70.7,1,2010,2011,2010,2011,20164565,"Ministry of Health and Family Welfare, Statistics Division. Family Welfare Statistics in India 2013. India, 2013.",1,3 or more visits. ,2,
IND ,SEARO,India,72,1,2009,2010,2009,2010,28316350,"Ministry of Health and Family Welfare, Statistics Division. Family Welfare Statistics in India 2013. India, 2013.",1,3 or more visits. ,2,
IND ,SEARO,India,49.7,1,2004,2008,2007,2008,215048,"International Institute for Population Sciences (IIPS). District Level Household and Facility Survey (DLHS-3), 2007-08: India. Mumbai, India: IIPS; 2010.",1,3 or more visits. ,1,
IND ,SEARO,India,45.4,,2010,2014,2013,2014,54550,"Ministry of Women and Child Development (MWCD), UNICEF. Rapid Survey on Children (RSOC) 2013-2014. National Report. India; 2016.",1,,1,
IDN ,SEARO,Indonesia,55.4,,1986,1991,1991,1991,14355,"Central Bureau of Statistics, National Family Planning Coordinating Board, Ministry of Health, Macro International Inc. Indonesia Demographic and Health Survey 1991. Columbia, Maryland, USA: Macro International Inc., 1992.",1,,1,
IDN ,SEARO,Indonesia,61.2,,1989,1994,1994,1994,16983,"Central Bureau of Statistics (CBS) [Indonesia] and State Ministry of Population/National Family Planning Coordinating Board (NFPCB) and Ministry of Health (MOH) and Macro International Inc. (MI). Indonesia Demographic and Health Survey 1994. Calverton, Maryland: CBS and MI, 1995.",1,,1,
IDN ,SEARO,Indonesia,69.1,,1992,1997,1997,1997,16217,"Central Bureau of Statistics (CBS) [Indonesia] and State Ministry of Population/National Family Planning Coordinating Board (NFPCB) and Ministry of Health (MOH) and Macro International Inc. (MI). Indonesia Demographic and Health Survey 1997. Calverton, Maryland: CBS and MI, 1998",1,,1,
IDN ,SEARO,Indonesia,81,,1997,2003,2002,2003,12760,"Badan Pusat Statistik-Statistics Indonesia (BPS) and ORC Macro. Indonesia Demographic and Health Survey 2002-2003. Calverton, Maryland, USA: BPS and ORC Macro, 2003.",1,,1,
IDN ,SEARO,Indonesia,81.5,,2002,2007,2007,2007,14043,"Statistics Indonesia (Badan Pusat Statistik-BPS) and Macro International. Indonesia Demographic and Health Survey 2007. Calverton, Maryland, USA: BPS and Macro International, 2008.",1,,1,
IDN ,SEARO,Indonesia,87.8,,2007,2012,2012,2012,14782,"Statistics Indonesia (Badan Pusat Statistik-BPS) and Macro International. Indonesia Demographic and Health Survey 2012. Calverton, Maryland, USA: BPS and Macro International, 2013.",1,,1,
IDN ,SEARO,Indonesia,83.5,,2010,2013,2013,2013,49603,"Ministry of Health Indonesia. Basic Health Research RISKESDAS 2013. National Institute of Health Research and Development Ministry of Health, Government of Indonesia; 2013. ",1,,1,
IRN ,EMRO,Iran (Islamic Republic of),94,,2005,2005,2005,2005,0,"UNICEF, Childinfo.org, 2013 - Antenatal care (ANC4)",2,,3,
IRQ ,EMRO,Iraq,49.6,,2009,2011,2011,2011,13572,"The Central Statistics Organization and the Kurdistan Regional Statistics Office. Iraq Multiple Indicator Cluster Survey 2011. Final Report. Baghdad, Iraq: The Central Statistics Organization, the Kurdistan Regional Statistics Office; 2012.",1,,1,
IRL ,EURO,Ireland,no data,, ,,,,,,,,,
ISR ,EURO,Israel,no data,,,,,,,,,,,
ITA ,EURO,Italy,64.4,,2002,2002,2002,2002,367932,"Ministero della Salute - Direzione Generale del Sistema Informativ - Ufficio di Direzione Statistica. Certificato di assistenza al parto (CeDAP) - Analisi dell’evento nascita - Anno 2002. Gennaio, Italy, 2004.",1,,2,
ITA ,EURO,Italy,68.1,,2003,2003,2003,2003,452984,"Ministero della Salute - Direzione Generale del Sistema Informativ - Ufficio di Direzione Statistica. Certificato di assistenza al parto (CeDAP) - Analisi dell’evento nascita - Anno 2003. Gennaio, Italy, 2005.",1,,2,
ITA ,EURO,Italy,84.5,,2004,2004,2004,2004,474893,"Ministero della Salute - Direzione Generale del Sistema Informativ - Ufficio di Direzione Statistica. Certificato di assistenza al parto (CeDAP) - Analisi dell’evento nascita - Anno 2004. gennaio, Italy, 2007.",1,,2,
ITA ,EURO,Italy,82.9,,2005,2005,2005,2005,504770,"Ministero della Salute - Direzione Generale del Sistema Informativ - Ufficio di Direzione Statistica. Certificato di assistenza al parto (CeDAP) - Analisi dell’evento nascita - Anno 2005. Roma, Italy, 2006.",1,,2,
ITA ,EURO,Italy,84.5,,2006,2006,2006,2006,517135,"Ministero del Lavoro, della Salute e delle Politiche Sociali – Settore Salute - Direzione Generale del Sistema Informativ - Ufficio di Direzione Statistica. Certificato di assistenza al parto (CeDAP) - Analisi dell’evento nascita - Anno 2006. Roma, Italy,",1,,2,
ITA ,EURO,Italy,84.4,,2007,2007,2007,2007,520369,"Ministero della Salute - Direzione Generale del Sistema Informativ - Ufficio di Direzione Statistica. Certificato di assistenza al parto (CeDAP) - Analisi dell’evento nascita - Anno 2007. Roma, Italy, 2008.",1,,2,
ITA ,EURO,Italy,84.6,,2008,2008,2008,2008,544718,"Ministero della Salute - Direzione Generale del Sistema Informativ - Ufficio di Direzione Statistica. Certificato di assistenza al parto (CeDAP) - Analisi dell’evento nascita - Anno 2008. Roma, Italy, 2011.",1,,2,
ITA ,EURO,Italy,84.2,,2009,2009,2009,2009,548570,"Ministero della Salute - Direzione Generale del Sistema Informativ - Ufficio di Direzione Statistica. Certificato di assistenza al parto (CeDAP) - Analisi dell’evento nascita - Anno 2009. Roma, Italy, 2010.",1,,2,
ITA ,EURO,Italy,84.6,,2010,2010,2010,2010,545493,"Ministero della Salute - Direzione Generale del Sistema Informativ - Ufficio di Direzione Statistica. Certificato di assistenza al parto (CeDAP) - Analisi dell’evento nascita - Anno 2010. Roma, Italy, 2013.",1,,2,
ITA ,EURO,Italy,85.9,,2011,2011,2011,2011,532280,"Ministero della Salute - Direzione Generale del Sistema Informativ - Ufficio di Direzione Statistica. Certificato di assistenza al parto (CeDAP) - Analisi dell’evento nascita - Anno 2011. Roma, Italy, 2014.",1,,2,
ITA ,EURO,Italy,86.5,,2013,2013,2013,2013,503272,"Ministero della Salute - Direzione Generale del Sistema Informativ - Ufficio di Direzione Statistica. Certificato di assistenza al parto (CeDAP) - Analisi dell’evento nascita - Anno 2013. Roma, Italy; 2014.",1,,2,
JAM ,AMRO,Jamaica,80.9,1,1988,1993,1993,1993,1748,"National Family Planning Board. Reproductive Health Survey 1993 Jamaica. Final Report. Volume III - Sexual Experience Contraceptive Practice and Fertility. Jamaica, 1994.",1,5 or more visits.,1,
JAM ,AMRO,Jamaica,87.2,1,1992,1997,1997,1997,3725,"National Family Planning Board. Reproductive Health Survey 1997 Jamaica. Final Report. Jamaica, 1999.",1,5 or more visits.,1,
JAM ,AMRO,Jamaica,90.1,1,1997,2002,2002,2002,3044,"National Family planning Board. Reproductive Health Survey Jamaica 2002: Final Report. Kingston, Jamaica; 2005.",1,5 or more visits.,1,
JAM ,AMRO,Jamaica,87,,2003,2009,2008,2009,2880,"Serbanescu F, Ruiz A, Suchdev DB. Reproductive Health Survey Jamaica 2008: Final Report. Atlanta, GA (USA) and Kingston, Jamaica, 2010.",1,,1,
JAM ,AMRO,Jamaica,85.6,,2009,2011,2011,2011,614,"Statistical Institute of Jamaica (STATIN), UNICEF. Jamaica Multiple Indicator Cluster Survey 2011. Final Report. Kingston, Jamaica: STATIN; UNICEF; 2013.",1,,1,
JPN ,WPRO,Japan,no data,,,,,,,,,,,
JOR ,EMRO,Jordan,67.1,,1985,1990,1990,1990,8181,"Department of Statistics, Ministry of Health and IRD/Macro International Inc. Jordan Population and Family Health Survey 1990. Columbia, Maryland USA: IRD/Macro International Inc., 1992.",1,,1,
